Participant Private ID,UTC Date and Time,Experiment Version,Participant Device,Participant Browser,randomiser-evbs,attention_start,attention_start object-14 Quantised,consent1,consent2,consent3,consent4,recontact,recontact object-19 Quantised,age_month,age_year,gender,gender_other,worksit,worksit_other,education,education_other,ideology,partisanship,partisanship_other,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,crt1,crt2,crt3,o_immigration,o_climate,o_punishment,o_teaculture,o_brain,attention_check,o_discrimination,o_cats,o_selfenhancement,o_adoption,o_gender,dog01,dog02,dog03,dog04,dog05,dog06,dog07,dog08,dog09,dog10,dog11,attention_end,age_corrected
11695168,12/09/2024 12:29:45,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,10,21,male,,Unemployed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely right,Reform UK,,10,5,10,10,50,4,10,39,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Yes,21
11695161,12/09/2024 12:28:44,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,34,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,0,76,50,70,0,8,50,39,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Yes,34
11695117,12/09/2024 12:20:28,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,23,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,21,59,49,65,11,4,10,39,Neutral,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Yes,23
11695109,12/09/2024 12:18:39,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,7,30,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Liberal Democrat,,31,61,96,55,69,8,10,20,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Yes,30
11695104,12/09/2024 12:18:07,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,20,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,14,79,72,93,0,4,10,39,Disagree,Strongly agree,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Yes,20
11695093,12/09/2024 12:17:08,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,5,30,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,93,0,18,16,67,4,10,39,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Yes,30
11695092,12/09/2024 12:17:05,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,37,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,62,0,0,86,61,8,50,20,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,37
11695080,12/09/2024 12:15:13,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,34,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Labour,,11,48,35,0,70,4,50,20,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Yes,34
11695051,12/09/2024 12:09:14,38,Desktop or Laptop,Chrome 127.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,21,female,,Unemployed,,Secondary school up to 16 years (GCSEs or equivalent),,Left,Labour,,0,90,50,50,0,8,50,10,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Yes,21
11695047,12/09/2024 12:08:18,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,35,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Labour,,29,76,77,72,5,4,50,39,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Yes,35
11695041,12/09/2024 12:08:01,38,Desktop or Laptop,Chrome 126.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,22,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Liberal Democrat,,1,24,93,78,1,8,10,20,Strongly disagree,Agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Strongly disagree,Disagree,Yes,22
11695031,12/09/2024 12:07:03,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,7,24,male,,Self-employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely right,Conservative,,96,1,19,17,28,8,50,20,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Yes,24
11695008,12/09/2024 12:04:14,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,5,19,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,80,31,48,3,9,8,50,10,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Yes,19
11695006,12/09/2024 12:03:34,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,37,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Reform UK,,65,50,10,40,70,8,50,20,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Yes,37
11695003,12/09/2024 12:03:11,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,24,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,SNP,,1,46,17,72,1,8,5,20,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,24
11694988,12/09/2024 12:01:03,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,7,31,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,78,14,18,66,4,4,50,20,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Yes,31
11694953,12/09/2024 11:55:23,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,25,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,34,29,33,14,36,8,50,20,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Neutral,Yes,25
11694932,12/09/2024 11:52:24,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,22,male,,In school,,Primary school,,Left,Liberal Democrat,,20,60,70,65,15,8,50,39,Neutral,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Yes,22
11694925,12/09/2024 11:51:13,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,27,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,50,80,50,50,0,8,50,39,Strongly disagree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,27
11694892,12/09/2024 11:46:55,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,21,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Reform UK,,6,63,33,50,85,4,10,39,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Yes,21
11694882,12/09/2024 11:45:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,27,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,16,80,65,60,12,8,50,39,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Neutral,Yes,27
11694838,12/09/2024 11:43:07,38,Desktop or Laptop,Firefox 128.0,Start P,Yes,1,1,1,1,1,Yes,1,6,30,male,,At university,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Left,Green,,28,66,56,90,7,4,10,39,Disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,30
11694823,12/09/2024 11:42:19,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,28,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,0,70,70,50,1,4,10,39,Disagree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Yes,28
11694809,12/09/2024 11:41:16,38,Desktop or Laptop,Chrome 126.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,34,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,45,66,44,43,10,4,10,39,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,34
11694803,12/09/2024 11:41:02,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,23,female,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Green,,10,50,60,65,0,4,10,39,Disagree,Agree,Disagree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Yes,23
11694802,12/09/2024 11:40:50,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,24,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,30,65,46,29,16,4,50,39,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Yes,24
11694789,12/09/2024 11:39:43,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,4,27,female,,Self-employed,,Secondary school up to 16 years (GCSEs or equivalent),,Left,Green,,18,55,77,90,2,8,10,39,Neutral,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Yes,27
11694777,12/09/2024 11:38:19,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,9,36,male,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,SNP,,40,61,76,84,0,4,10,39,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Neutral,Disagree,Yes,36
11694768,12/09/2024 11:37:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,35,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,__other,No party to be honest,60,60,10,0,30,8,10,39,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Yes,35
11694766,12/09/2024 11:37:16,38,Desktop or Laptop,Edge 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,36,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Green,,27,22,25,64,62,8,50,20,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Neutral,Yes,36
11694765,12/09/2024 11:37:16,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,24,female,,Unemployed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,0,38,21,69,0,4,10,39,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Yes,24
11694758,12/09/2024 11:36:58,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,8,19,__other,non-binary,__other,Sixth form,Secondary school up to 16 years (GCSEs or equivalent),,Left,Green,,10,25,50,60,0,4,10,39,Disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Agree,Yes,19
11694741,12/09/2024 11:35:23,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,8,19,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,4,46,48,44,1,8,5,20,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,19
11694739,12/09/2024 11:35:07,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,37,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,12,87,65,81,1,4,10,39,Neutral,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Yes,37
11694735,12/09/2024 11:34:43,38,Desktop or Laptop,Chrome 127.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,22,female,,Unemployed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely right,Labour,,0,15,0,0,0,8,50,20,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Yes,22
11694723,12/09/2024 11:33:45,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,32,female,,Working in the household,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Left,Green,,12,57,42,80,4,4,10,39,Disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,32
11694722,12/09/2024 11:33:38,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,30,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,SNP,,0,63,50,87,0,8,50,20,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Yes,30
11694721,12/09/2024 11:33:36,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,9,29,female,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Left,Green,,44,44,57,83,41,8,50,20,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Yes,29
11694720,12/09/2024 11:33:35,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,27,female,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,SNP,,0,70,40,85,0,4,50,39,Strongly disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Yes,27
11694691,12/09/2024 11:31:10,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,3,31,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,0,74,10,61,25,8,10,39,Neutral,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Yes,31
11694671,12/09/2024 11:29:24,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,10,29,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,5,60,60,75,0,4,10,39,Disagree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Yes,29
11694669,12/09/2024 11:28:46,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,7,21,male,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Liberal Democrat,,20,55,90,85,0,8,50,39,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,21
11694668,12/09/2024 11:28:58,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,8,34,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Labour,,17,68,66,73,0,8,50,39,Neutral,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Disagree,Neutral,Yes,34
11694665,12/09/2024 11:28:19,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,34,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Left,Liberal Democrat,,0,81,100,100,0,8,10,39,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,34
11694664,12/09/2024 11:28:16,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,30,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Slightly right,Conservative,,50,45,70,10,0,4,1,39,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly agree,Agree,Yes,30
11694647,12/09/2024 11:26:11,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,10,35,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,14,75,50,59,0,8,50,20,Disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Yes,35
11694644,12/09/2024 11:25:46,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,32,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,12,63,40,51,0,8,5,30,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Yes,32
11694643,12/09/2024 11:25:34,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,7,28,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Liberal Democrat,,2,8,38,13,2,8,10,20,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Yes,28
11694642,12/09/2024 11:25:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,33,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely left,Green,,0,52,57,89,0,4,10,39,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Yes,33
11694640,12/09/2024 11:24:50,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,32,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Moderate,__other,Independent,0,0,0,100,0,7,50,20,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Yes,32
11694628,12/09/2024 11:23:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,25,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Labour,,25,67,52,44,68,8,10,39,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Disagree,Neutral,Yes,25
11694627,12/09/2024 11:23:51,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,36,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,5,68,49,63,2,8,50,39,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,36
