Participant Private ID,UTC Date and Time,Experiment Version,Participant Device,Participant Browser,randomiser-evbs,attention_start,attention_start object-14 Quantised,consent1,consent2,consent3,consent4,recontact,recontact object-19 Quantised,age_month,age_year,gender,gender_other,worksit,worksit_other,education,education_other,ideology,partisanship,partisanship_other,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,crt1,crt2,crt3,o_immigration,o_climate,o_punishment,o_teaculture,o_brain,attention_check,o_discrimination,o_cats,o_selfenhancement,o_adoption,o_gender,dog01,dog02,dog03,dog04,dog05,dog06,dog07,dog08,dog09,dog10,dog11,attention_end,age_corrected,subj_idx,ideology_num,edu_group,age_group,questionnaire_attention_check,crt_correct,dog02_r,dog04_r,dog05_r,dog07_r,dog08_r,dog09_r,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
11697658,12/09/2024 17:43:38,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,29,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Reform UK,,65,7,11,3,73,8,50,20,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,4,2,4,2,4,2,4,2,4,4,3,Yes,29,436,6,ISCED 0-2,25-31,passed,0,4,4,2,2,4,2,35,30.583655765784446,Lower,Higher,Higher,Higher,Neutral,Higher,Lower,Higher,Lower,Higher,1,2,2,1,,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697337,12/09/2024 17:01:22,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,37,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Moderate,__other,None,50,50,50,50,50,4,50,40,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Agree,3,4,3,3,4,4,3,3,3,4,3,Yes,37,198,4,ISCED 5-8,Above 32,passed,1,2,3,2,3,3,3,33,0,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Neutral,Higher,Lower,2,1,2,,1,1,1,,2,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
11697254,12/09/2024 16:53:05,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,34,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,55,6,0,20,55,4,10,39,Agree,Strongly disagree,Neutral,Neutral,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,3,4,2,4,4,2,4,4,4,5,2,Yes,34,485,5,ISCED 5-8,Above 32,passed,3,2,2,2,2,2,2,26,23.608473055240147,Lower,Higher,Neutral,Neutral,Higher,Higher,Higher,Higher,Higher,Higher,2,1,,,1,1,2,1,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697215,12/09/2024 16:49:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,24,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,96,0,17,30,69,4,50,20,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,2,4,2,4,4,5,5,4,4,2,5,Yes,24,486,6,ISCED 3-4,18-24,passed,1,2,2,2,1,2,2,27,35.148826438445994,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Lower,2,1,1,2,2,2,1,2,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697141,12/09/2024 16:40:58,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,34,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,80,10,20,10,80,8,10,39,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,1,4,2,4,4,4,2,2,4,4,5,Yes,34,197,6,ISCED 5-8,Above 32,passed,2,2,2,2,4,4,2,32,32.863353450309965,Lower,Lower,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher,1,1,1,1,1,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697091,12/09/2024 16:36:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,18,male,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,40,10,66,20,85,8,10,29,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Disagree,3,4,3,2,4,2,4,4,5,3,2,Yes,18,487,6,ISCED 3-4,18-24,passed,1,2,4,2,2,2,1,26,27.97427389584938,Lower,Higher,Higher,Higher,Neutral,Higher,Higher,Neutral,Lower,Lower,2,1,2,1,,1,1,,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697046,12/09/2024 16:32:46,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,8,24,male,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Extremely right,__other,None,0,0,10,5,50,4,10,39,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly agree,5,2,4,1,1,5,2,3,1,5,4,Yes,24,196,7,ISCED 3-4,18-24,passed,3,4,5,5,4,3,5,49,18.867962264113206,Neutral,Higher,Higher,Higher,Higher,Lower,Higher,Neutral,Higher,Neutral,,2,2,2,1,2,2,,1,,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696910,12/09/2024 16:19:45,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,30,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,__other,Libertarian party (From the United States),39,31,42,42,8,4,5,39,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,2,4,1,5,5,2,5,4,5,1,2,Yes,30,488,5,ISCED 5-8,25-31,passed,2,2,1,1,1,2,1,16,12.84678948220138,Higher,Lower,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Neutral,1,2,2,,2,2,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696796,12/09/2024 16:10:05,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,3,28,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,80,0,10,30,95,4,10,39,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Disagree,2,4,2,4,4,2,4,4,4,3,4,Yes,28,194,6,ISCED 5-8,25-31,passed,3,2,2,2,2,2,2,25,37.89459064299283,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Lower,1,1,1,1,1,1,,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696494,12/09/2024 15:32:29,38,Desktop or Laptop,Chrome 125.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,7,34,female,,Working in the household,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,__other,uup,37,0,9,1,37,8,50,20,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,1,4,2,4,4,1,4,3,4,1,2,Yes,34,434,5,ISCED 5-8,Above 32,passed,0,2,2,2,2,3,2,20,16.78570820668583,Neutral,Neutral,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Lower,,,1,,2,1,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696477,12/09/2024 15:28:58,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,5,24,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,15,20,30,5,50,4,10,39,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,3,4,3,2,4,2,4,4,4,4,4,Yes,24,191,6,ISCED 5-8,18-24,passed,3,2,4,2,2,2,2,30,15.297058540778355,Lower,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Higher,Lower,2,1,2,1,,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696326,12/09/2024 15:06:09,38,Desktop or Laptop,Edge 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,26,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Liberal Democrat,,65,29,83,50,1,8,50,20,Neutral,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,2,4,2,5,4,2,4,4,4,4,2,Yes,26,433,5,ISCED 5-8,25-31,passed,0,2,1,2,2,2,2,23,28.492806109613003,Higher,Neutral,Lower,Neutral,Higher,Lower,Lower,Lower,Higher,Lower,1,,2,,2,1,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696153,12/09/2024 14:49:36,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,18,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,68,1,53,78,95,8,50,20,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,2,5,2,4,4,1,4,4,4,3,2,Yes,18,187,6,ISCED 3-4,18-24,passed,0,1,2,2,2,2,2,21,32.056200648236526,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,2,2,1,1,,2,1,2,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696129,12/09/2024 14:47:25,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,10,24,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Reform UK,,40,17,47,41,61,4,10,39,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Neutral,3,4,3,4,4,4,3,4,5,3,4,Yes,24,491,5,ISCED 5-8,18-24,passed,3,2,2,2,3,2,1,29,14.232357499725756,Higher,Higher,Higher,Neutral,Neutral,Neutral,Lower,Higher,Neutral,Neutral,1,1,1,,,,1,2,,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695918,12/09/2024 14:18:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,27,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Right,Liberal Democrat,,28,62,64,72,47,4,10,39,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,2,4,3,4,4,4,4,4,3,2,4,Yes,27,431,6,ISCED 5-8,25-31,passed,3,2,2,2,2,2,3,28,15.564061166674975,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,2,1,1,1,1,1,1,1,2,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695714,12/09/2024 13:59:44,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,9,35,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely right,Conservative,,98,48,55,45,48,4,10,39,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Strongly agree,3,5,5,5,5,5,4,5,4,4,5,Yes,35,183,7,ISCED 5-8,Above 32,passed,3,1,1,1,2,1,2,30,19.873600579663464,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,Lower,1,,1,1,1,2,1,2,,1,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695682,12/09/2024 13:55:36,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,32,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,58,49,52,49,24,20,50,20,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,4,3,3,4,3,4,3,3,3,2,4,Yes,32,429,5,ISCED 5-8,Above 32,passed,0,3,2,3,3,3,3,34,11.672189169131899,Neutral,Lower,Neutral,Neutral,Neutral,Higher,Neutral,Higher,Higher,Higher,,1,,,,2,,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695553,12/09/2024 13:45:35,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,18,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Conservative,,80,27,50,51,51,8,10,20,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,2,5,1,5,5,2,5,4,5,1,3,Yes,18,428,6,ISCED 0-2,18-24,passed,1,1,1,1,1,2,1,16,16.821414922651424,Neutral,Higher,Higher,Higher,Higher,Lower,Higher,Higher,Higher,Lower,,1,2,2,1,2,1,2,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695502,12/09/2024 13:36:58,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,4,27,male,,Self-employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,0,45,50,60,0,4,10,39,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,2,4,2,4,4,2,4,4,4,2,3,Yes,27,179,2,ISCED 3-4,25-31,passed,3,2,2,2,2,2,2,23,25.768197453450252,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,1,1,1,2,2,2,1,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11695430,12/09/2024 13:22:06,38,Desktop or Laptop,Edge 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,38,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Reform UK,,32,0,15,68,79,8,50,20,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Agree,3,3,4,4,4,2,4,3,4,2,3,Yes,38,424,5,ISCED 5-8,Above 32,passed,0,3,2,2,2,3,2,28,30.287951399855356,Higher,Higher,Higher,Higher,Higher,Lower,Neutral,Higher,Neutral,Higher,1,1,1,2,1,1,,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695394,12/09/2024 13:15:55,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,26,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Liberal Democrat,,39,33,45,12,42,4,10,39,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,4,4,2,4,4,4,4,5,4,4,4,Yes,26,175,3,ISCED 3-4,25-31,passed,3,2,2,2,2,1,2,29,11.7881296226331,Higher,Higher,Neutral,Higher,Neutral,Higher,Lower,Neutral,Higher,Lower,1,2,,2,,1,1,,1,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11695384,12/09/2024 13:12:31,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,25,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Liberal Democrat,,50,60,90,70,35,4,10,39,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,1,5,2,4,5,1,5,4,5,3,3,Yes,25,173,5,ISCED 3-4,25-31,passed,3,1,2,1,1,2,1,18,18.547236990991408,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Lower,1,1,,2,1,2,1,1,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695370,12/09/2024 13:08:59,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,31,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,74,50,20,34,43,4,10,39,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,3,4,4,3,4,3,4,4,3,4,4,Yes,31,425,6,ISCED 5-8,25-31,passed,3,2,3,2,2,2,3,32,17.95995545651492,Higher,Higher,Higher,Higher,Neutral,Neutral,Lower,Higher,Lower,Lower,1,1,1,1,,,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695359,12/09/2024 13:06:27,38,Desktop or Laptop,Firefox 127.0,Start P,Yes,1,1,1,1,1,Yes,1,9,35,female,,Self-employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Right,Reform UK,,78,4,7,10,100,8,5,10,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Neutral,2,2,2,4,3,2,4,2,4,2,2,Yes,35,420,6,ISCED 5-8,Above 32,passed,0,4,2,3,2,4,2,27,40.81372318228269,Higher,Neutral,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Higher,1,,1,1,1,,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695349,12/09/2024 13:05:11,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,No,2,6,33,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,50,20,45,30,65,4,10,39,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Neutral,Disagree,3,3,2,4,4,2,4,3,4,3,3,Yes,33,418,6,ISCED 5-8,Above 32,passed,3,3,2,2,2,3,2,27,15.684387141358123,Higher,Neutral,Neutral,Higher,Higher,Higher,Lower,Neutral,Neutral,Higher,1,,,1,1,1,1,,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695348,12/09/2024 13:04:53,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,35,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,20,70,50,51,20,4,10,39,Neutral,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Disagree,3,4,2,4,4,3,4,4,4,2,2,Yes,35,422,2,ISCED 5-8,Above 32,passed,3,2,2,2,2,2,2,24,19.47716611830376,Neutral,Neutral,Lower,Neutral,Higher,Higher,Lower,Neutral,Higher,Lower,,,2,,1,1,1,,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11695337,12/09/2024 13:02:28,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,24,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,20,70,30,65,0,8,50,20,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,3,5,2,5,5,1,4,4,5,2,2,Yes,24,417,2,ISCED 5-8,18-24,passed,0,1,1,1,2,2,1,18,26.758176320519304,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,2,2,1,1,1,1,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11695336,12/09/2024 13:02:17,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,35,female,,Self-employed,,"Ph.D, D.Phil or equivalent",,Moderate,Labour,,14,76,46,70,0,8,10,39,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,2,5,2,4,4,1,4,4,5,2,2,Yes,35,170,4,ISCED 5-8,Above 32,passed,2,1,2,2,2,2,1,19,30.002666548158683,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Lower,2,1,2,1,1,2,2,2,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
11695334,12/09/2024 13:01:58,38,Desktop or Laptop,AVG Secure Browser 127.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,19,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,67,53,33,51,20,4,10,39,Disagree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,3,4,1,5,5,2,4,4,5,2,5,Yes,19,419,5,ISCED 3-4,18-24,passed,3,2,1,1,2,2,1,22,16.448708155961672,Higher,Lower,Neutral,Lower,Higher,Neutral,Lower,Neutral,Neutral,Lower,1,1,,1,1,,1,,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695320,12/09/2024 12:59:55,38,Desktop or Laptop,Edge 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,34,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Conservative,,70,50,64,15,0,8,50,20,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,1,5,2,5,5,1,5,5,5,1,2,Yes,34,493,5,ISCED 5-8,Above 32,passed,0,1,1,1,1,1,1,13,27.570999256465115,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Lower,1,2,1,2,,2,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695296,12/09/2024 12:54:04,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,3,35,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely right,Conservative,,96,52,51,50,50,8,10,39,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,4,4,2,5,4,4,5,4,5,3,4,Yes,35,171,7,ISCED 5-8,Above 32,passed,2,2,1,2,1,2,1,26,18.115186998758805,Higher,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,2,1,1,1,1,1,2,1,2,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695259,12/09/2024 12:47:14,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,4,31,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Labour,,38,76,64,63,2,4,10,8,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,2,4,2,4,4,4,4,4,4,3,4,Yes,31,494,3,ISCED 5-8,25-31,passed,2,2,2,2,2,2,2,27,26.378779350076073,Higher,Neutral,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Lower,1,,,1,1,1,1,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11695235,12/09/2024 12:41:34,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,21,male,,Unemployed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Reform UK,,30,5,0,0,100,4,50,20,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,4,4,4,3,3,4,3,3,4,5,4,Yes,21,414,6,ISCED 0-2,18-24,passed,1,2,3,3,3,3,2,37,38.157568056677825,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,1,2,2,2,1,1,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695225,12/09/2024 12:39:20,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,26,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Green,,59,17,2,60,38,8,50,20,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,2,4,4,4,5,3,4,4,5,4,4,Yes,26,496,5,ISCED 5-8,25-31,passed,0,2,2,1,2,2,1,27,22.903274875004232,Higher,Higher,Higher,Lower,Higher,Higher,Lower,Higher,Higher,Lower,1,1,1,1,1,1,1,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695199,12/09/2024 12:34:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,35,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,86,0,0,0,41,8,50,20,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,2,5,2,5,5,3,4,5,5,2,4,Yes,35,497,5,ISCED 5-8,Above 32,passed,0,1,1,1,2,1,1,20,34.20877080516048,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,2,1,2,2,2,2,2,2,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
